AMZN
LYFT
SMG
KAR
BAND
WEC
HII
VG
FLS
WBS
PCAR
RRR
IPGP
EPD
BFAM
JHG
ELAN
JCOM
NMIH
FHI
LHCG
PD
HIW
BLD
HBAN
INCY
APO
VALE
CBRE
PBR
NKLA
BILI
TCOM
ARGX
LBTYA
GWRE
SU
KDP
RE
ROL
APLS
AVT
PCRX
ARW
QTS
AUPH
ETRN
ALLE
SATS
WWE
UDR
KDMN
ALEC
LIVN
SYNH
PSTG
ADS
HUBB
JWS
G
TGNA
FL
ALK
AN
COLD
SLQT
NSP
DISCA
ESNT
BYND
TREB
IP
AJG
XLF
UI
HST
EME
LEG
AVY
WLK
MTZ
API
FANG
ADPT
GSK
CNI
PEGA
EFX
JCI
XRAY
AZPN
SEE
HHC
CHKP
AMP
TFX
TRIP
ADM
VRNS
ENTG
SNE
PAAS
YY
THC
CNQ
ESS
LEGN
TLND
BF
ES
CNX
DLB
EPAM
PVH
CCOI
CPRI
CHRW
VIPS
GWW
TRV
ENB
PRPL
MTH
HES
VSH
SYNA
WING
VRM
RHI
RCUS
FEYE
AFG
TREX
NYCB
SFIX
VIRT
BRKR
EV
JWN
IIVI
KIM
NCLH
KFY
L
GLW
BGCP
JBLU
SLAB
STX
FSLY
WIX
PAGS
APG
BP
DEI
SEAS
WELL
PPD
CDLX
VAR
MTD
VFC
SPG
SCI
H
CCEP
WSM
HRL
NVT
DOOR
RGLD
ZLAB
DOX
BKR
NVCR
YELP
WST
LMNX
AMG
WRB
RXN
AAN
CIT
MUSA
DLPH
TECH
EAT
HFC
VMI
PRGS
LILAK
PS
XENE
DCI
CR
RS
RGR
NAVI
OSK
SNV
EMN
STL
EXR
AMBA
HOME
QLYS
ATI
BWXT
UFS
HCSG
CCO
PB
TRMB
QQQ
WHR
PSA
ALKS
PRNB
TBIO
SIVB
PRU
PTLA
CYTK
RTRX
ANAB
ACC
CHE
AXNX
CPT
CVE
MRO
BMCH
QTWO
WW
DLR
NKTR
CGNX
SLG
CW
BCRX
SPB
HALO
AZEK
ORI
UGI
NOK
ATR
RDFN
LGF-B
IBKC
AAWW
CHRS
RF
SBH
MIDD
MMS
PTEN
SMPL
SCPL
COTY
GTN
AMCX
FBP
NUE
BDSI
ENS
RPM
EIGR
MSTR
MSA
MRCY
ASML
RACE
TRN
PNW
ADSW
ADVM
AKBA
MAT
MRSN
ITT
RL
CONE
CHDN
SFM
NTAP
TRI
SEDG
AJRD
DAR
PRI
XLK
PNM
HUN
PFSI
VRNT
TECK
RHP
FGEN
JBGS
ENR
CMPR
BCO
WTS
VRRM
OI
NUS
UPWK
TXRH
PRTA
RMD
BAH
AGO
OLED
TRIL
LW
MSGN
DAN
ARCE
RAMP
EVR
OGE
MX
CLF
PPL
SMTC
NDAQ
THG
SON
ISBC
ALE
WDR
OKE
UE
PKG
RESI
DIN
ALB
NVO
LQD
RPRX
SNY
HAIN
ATHM
CABO
BRO
ICLR
WMS
TCDA
SNX
AIV
PCTY
INSP
HPP
IPOC
WEX
DTE
VAC
SGMS
RARE
GNMK
NWSA
RNA
ALLO
LFUS
ABG
SBNY
COOP
TWOU
ELY
FLO
XLP
TXT
RLGY
SBGI
LII
CNK
ARDX
KN
PACW
ALRM
JBHT
CPA
BATRK
TWNK
CUBE
CVET
HRB
LCAHU
BKD
BR
BYD
OLLI
REXR
NEX
SNDX
BXMT
ZI
UMPQ
HLI
HECCU
SWBI
WAL
MGNI
EAF
IHRT
CBAY
LLNW
NMRK
PBCT
BRX
SSB
FNB
ZION
FNV
VSAT
CACC
CBPO
INFY
GDOT
SRCL
JLL
KL
VER
MGLN
ERIC
GRMN
IONS
ACHC
LNT
NG
PEAK
MD
IDCC
CWH
ALGT
KBH
EPR
EPZM
RRC
MTSI
XEL
EVER
XLV
ATRC
LGF-A
CDNA
VC
AMH
EWBC
SUM
LPSN
CORT
EQC
PDCE
LSTR
SKY
RGNX
SHO
AVDL
VIVO
CVCO
SXT
CCMP
AERI
CLR
CASY
HAS
MTEM
WTFC
PLCE
BLMN
AMKR
BTU
PVG
FN
FORM
HTH
OHI
MTDR
IART
FLWS
SAVE
IGT
WPC
EVRI
NTUS
MOG
FREE
HWC
ATRO
NPTN
DENN
DFIN
BBL
LBRDA
AL
ALV
ATRA
XYL
IPG
NTR
SHAK
GIL
SMCI
SWCH
CVLT
BB
BSIG
CCJ
ATGE
ACIW
GHC
PCH
LGND
RBC
CLDX
TENB
IDA
BIG
ELF
INGR
MEDP
ICPT
IPOB
UNM
PI
XLE
SAFM
WBT
LECO
GTLS
AVNT
CBRL
VSTO
BKH
NFG
STWD
CSGS
IVZ
HR
YETI
CMC
ATO
FCFS
XPER
ASB
WHD
IRBT
EDIT
PDCO
ATEN
NRZ
MLHR
LGIH
CTMX
UCTT
CHH
NWE
DMYT
SEM
CPRX
SCS
SGMO
FIX
MGRC
PACB
VREX
IRM
SPCE
MGTA
NOG
KTOS
LTRPA
NVS
WPM
RYAAY
RUN
CAR
ALC
GRFS
KPTI
FPAC
MGNX
XLU
SAIL
XP
TV
EGHT
APPF
NVST
WWD
HRI
HUYA
GCP
TNET
GRBK
CATM
NI
NLY
STRA
INFN
COR
APAM
FIZZ
TRP
HRTX
ARWR
TERP
WSO
DOMO
WK
EEM
FDS
SSD
HUBG
MWA
FVRR
GT
MDU
HCC
TDS
VTR
ENDP
POR
GPI
IRTC
SF
CNDT
FVAC
FHB
AR
AGCO
OSUR
NEU
ARCT
MIK
MYGN
CCS
MCFT
ATSG
FRPT
NEP
OEC
EBS
RST
RDUS
IBP
TCBI
CADE
AVA
PJT
HIBB
ZUO
DNLI
PGRE
PK
CARS
ENVA
PLAB
CNS
TROX
ADMA
REGI
PAG
AEIS
KRNY
WOR
CVA
NDSN
UNFI
AMN
PRFT
RIG
SVC
PIRS
LZB
ABM
HUD
HZO
FLMN
RIO
UN
STAA
KOD
DEO
CINF
NTNX
FOX
SC
TTD
ARES
KRC
KEX
REZI
FCAU
SNA
ITUB
ONEM
UHAL
MORN
VECO
PLUG
PEN
DK
IBN
WNS
PFGC
OFC
EPC
ADT
R
COLL
AKUS
LPRO
ENTA
IIPR
MDP
BAP
MINI
EB
RLI
IMGN
MOBL
AIMT
ORTX
GPC
SANM
LNTH
BMI
GOOS
CSII
PSB
PBH
GPRE
QNST
PHR
STRO
SILK
FLR
MDC
ACLS
ROIC
MGY
MEIP
FLDM
FRT
MAC
BCOR
AXL
NSIT
SDC
HMHC
HASI
SHOO
AWR
GEO
KC
GBCI
AZZ
URBN
X
XERS
WIRE
CDEV
AAT
OGS
BPFH
CPE
ATRS
SWI
TOT
ADAP
HYG
NICE
AEE
MGA
RCII
ESPR
TWST
TXG
INVA
ASMB
SPAQ
XLY
MT
VNET
XNCR
GIB
LORL
NLTX
LANC
RCKT
CLH
CWEN
PRO
IRDM
SCCO
FUSN
USNA
TEX
ESRT
REAL
KALA
AGLE
VNDA
SLGN
ORA
SPSC
MFC
GOSS
PCPL
PRDO
LSCC
SUPN
ARCC
CLB
MBUU
CCH
GO
LSI
CMD
AGYS
SPT
PETS
HLNE
CUZ
SNBR
PAGP
DRE
OFIX
BLKB
EXPO
SSYS
TTEK
BDC
WRI
SELB
UNF
ENV
INSW
TR
VICR
FPRX
NARI
MITK
PRIM
DORM
GRPN
FCPT
MEET
ADUS
NEO
CNR
IMAX
PGNY
MRTN
ENSG
UIS
SXC
ORBC
CTRE
HOPE
DBI
WMK
ECOM
MTW
AIR
AIN
GME
INGN
BZH
ZUMZ
B
NTGR
ALDX
QEP
LTHM
CSWI
TILE
CTRA
CVI
TAK
NVAX
ZTO
LAZ
BTG
APPN
MED
AUY
TBPH
GWPH
ATNX
NOAH
OTEX
KNSA
SSRM
CNO
MDLA
VAPO
CRNX
EVTC
BNR
BBD
HXL
BL
MTOR
CUE
CPAAU
GKOS
IAG
MLI
BV
RPAY
APTO
HQY
MGTX
SBRA
LRN
TRWH
SRC
MODN
FOE
CTB
RMBS
DHT
OXFD
CYH
LRMR
AGR
SRG
IBB
APPS
QADA
LCII
VGR
ARCH
JIH
BCOV
EPAY
DESP
ODP
MRNS
CARA
NOVT
COWN
PBYI
LIND
IOSP
EPAC
TTMI
INT
CSTL
RLJ
BOH
WD
ABEO
SM
RIGL
UFPI
DLX
EXTR
SHYF
KALV
GES
KTB
GOGO
SITE
CMP
RUSHA
NDLS
CLVS
HEES
IVC
ARE
PUMP
CBT
DDD
VSTM
MATW
RWT
STNG
SYKE
KRA
SPXC
CBIO
NEOG
SR
TSE
TPRE
WETF
ACRS
MRC
GWB
NCMI
AMPY
FFIN
ASRT
CSLT
MOV
ETM
CBL
IQ
IVV
BUD
CREE
ATEX
HTHT
RPTX
REYN
TECD
RYN
EYE
SIMO
BDTX
EIDX
FWONA
NGHC
GLOB
PLYA
QTNT
RBA
CNHI
BOKF
CYBR
AQUA
O
ARGO
CALX
AVRO
MPW
ONTO
OZK
GLNG
GMHI
SHLL
GATX
MCY
MYOV
BRC
PAE
BLU
NPO
WVE
VNO
NSTG
DVAX
CIM
SNDR
CAKE
WSFS
SBSW
BFYT
CWK
AVID
MTX
VCEL
OOMA
PRA
PBF
HCKT
EURN
VPG
ECPG
POWI
ITGR
NNN
GMS
IBOC
OAC
TRS
GLDD
CRK
KCAC-UN
ABCB
XENT
UNIT
BCPC
IMMR
INSUU
WWW
MEOH
ADTN
JJSF
AVAV
SAIA
WTRH
GEF
DADA
NTLA
ROLL
EBIX
BKE
HSTM
TRUE
TSC
AX
PGC
FBNC
OII
DDS
CMCO
COLM
VKTX
BHLB
SOI
TNK
TRMK
VLY
NXGN
ONB
PRLB
UCBI
OAS
BHR
OCN
NE
WPG
SAP
NVTA
BHP
AU
VOD
ODT
STOR
IGMS
ARNC
AGI
SAN
RCI
UBS
ADC
MMSI
BECN
RY
GFL
BITA
AMCR
TVTY
BKU
SIG
UPLD
KRTX
SAND
CWST
HTA
HE
ACA
GRAF
PETQ
GTX
AMRS
FARO
EGRX
BRBR
HYACU
GTH
NXTC
MDRX
NTCT
HMSY
BE
EGOV
SBE
SINA
DRH
OVV
USM
DBD
ERF
MNRL
JBT
RILY
MBI
NFIN
SIBN
SSTK
XLI
CLNY
SKYW
HSII
RMG
KBAL
BLDP
ACEL
RVI
APEI
IMKTA
MFA
PDLI
FSLR
DSPG
SLCA
LQDA
FRG
AMBC
KALU
JYNT
OMCL
CRS
EBSB
BRP
UFI
ASIX
DY
RM
VEC
CXP
CWT
CBSH
FIXX
OPK
CPF
GPOR
AKR
CEVA
KFRC
BRFS
TWO
UBSI
CASH
PLUS
GBDC
ICHR
GDYN
LPTX
ALTG
ECOL
AMWD
UVE
KMPR
SPNE
FARM
BEAT
JW
ZIXI
LEVI
SPWR
NWS
CHS
CHUY
MANT
RES
CONN
DSSI
TPC
SIC
NR
DNR
ONDK
SDGR
SWTX
GFI
WTRG
ADCT
IAU
MDGL
FMX
BNTX
FXI
TSEM
MANH
EE
GMAB
CCX
TRUP
TU
JELD
WDFC
PINC
CALM
WIFI
FELE
TSU
IYR
NFH
AVNS
MRUS
BRKS
FLXN
TD
VTI
SRDX
DEA
OR
OSPN
CENT
OSTK
ORCC
TPCO
PMT
REG
ACAMU
VCRA
CBB
GSHD
FCNCA
MAXR
SWN
CRVL
HSC
DOC
FBC
TRNE
TREE
LILA
PATK
NHI
CHCT
APXTU
LPG
MUR
SLV
FWRD
PSN
VRS
DOYU
MHO
PLMR
EZPW
SITC
PING
FOUR
STC
PLXS
BZUN
SMP
UMBF
OMI
AGEN
EIGI
EVH
NTB
HTGC
SPTN
IPAR
CXW
PPC
LNDC
MMP
SCOR
HLIT
MXL
SYRS
VVI
CDMO
PGEN
ARCO
SCL
SP
NYMT
PAHC
BCEI
CLAR
FULT
GDEN
SLNO
WNC
CUTR
STRL
SFL
MOD
BREW
AIT
TLYS
AAON
CORE
MTSC
FCF
SKT
CAL
UBA
EVFM
AFI
KRMD
CBU
WTI
ARLO
LTC
EGBN
CUBI
NBR
LEE
TH
HPR
CDR
BBIO
TPL
VEA
KW
ALLK
ALTR
SGH
PACK
XBI
APLT
CBZ
HSKA
FPH
CZZ
GBIO
DOOO
CRNC
STXS
CERS
CS
EQX
LGVW
SEB
INO
AM
AMAG
ROCK
IWN
RVNC
SFTW
AG
CAE
MLAB
VNE
MTRN
FUSE-UN
CRBP
PRVB
SMMCU
WB
SQM
ERJ
TEN
SJI
AFMD
SLF
TCF
CALA
FOR
CRON
PARR
TRTX
SSP
FSRVU
RMR
CHEF
DIOD
CVGW
LX
MCRI
INTL
SGRY
CUK
ATKR
SCPE
BRY
TBBK
PRTS
CRMT
FRGI
RPD
WSBF
MNLO
JBSS
CTS
PCYO
VYGR
CLW
APLE
RDNT
HNGR
FFWM
FUN
GLYC
STAG
CHMA
TGI
EVOP
SOHU
BANR
CDE
NX
OSW
EGP
TCMD
TRTN
TALO
ERIE
ACBI
CVEO
NJR
DHC
KNSL
LAKE
CVBF
WAFD
VAL
EMKR
ARAY
RPT
PNFP
UEPS
OYST
LADR
HOMB
DHX
IBCP
ACTG
NWN
TBI
CLDT
EFSC
KZR
BHE
REPH
NVGS
RRGB
PRTY
HBNC
RUTH
MNK
MTRX
EXTN
RDI
DAKT
FTK
TK
CULP
MITT
NERV
FET
BGNE
VWO
TM
ABEV
PASG
ING
DAO
EFA
ITRI
AQN
LOGI
RVMD
TRQ
QUOT
BNS
RDWR
PLRX
NVMI
KRYS
MIRM
MPLX
STKL
CEO
EMB
KWR
CX
CDXS
HELE
GLPG
UL
YMAB
KAMN
PEB
CAMP
AGRO
FOXF
SJR
RPLA
HCAT
AKRO
STAR
ITCI
BMO
GSX
ROG
BTAI
IMXI
ALUS
JOUT
WINA
RAVN
SWX
EXPC
GIK
FRTA
CNCE
INOV
ASGN
AMRC
GPRK
SCVX
PRAA
SCHL
TPIC
NXRT
UVV
THRM
DPHCU
BGS
EPRT
CMO
CLI
BATRA
ANIK
CMTL
KIDS
NSA
SCSC
AZUL
AXDX
AUTL
SIGI
RGP
HTLD
AMOT
WSBC
BBSI
VRTU
BCC
HL
SAFT
BANC
CIO
HAYN
NWPX
HMST
CTRN
POWL
BUSE
MDCA
TUP
DCOM
CLLS
EXPR
GVA
PIPR
BANF
SFNC
TRST
HEAR
ALEX
HONE
CMRE
OSIS
LBAI
FSP
CMRX
CPS
BNFT
GAIA
ETH
PDFS
WTTR
GCO
MCS
GSKY
FLXS
PICO
ECHO
MGPI
CFR
AGS
WOW
MFGP
TWI
FFBC
ITI
BOOT
COKE
KLR
OIS
AVEO
NP
VRA
MBIO
GHL
SD
SCWX
CVGI
RRD
CUB
AT
XAN
JAX
MNKD
RYI
TTI
CEIX
GLOG
INWK
AHT
SUP
ACOR
TLRD
ELVT
PTN
ATCO
VOO
PCVX
ESGR
PRSC
EGO
STSA
TS
HI
RDY
BOMN
KT
VTOL
ALLT
PLAY
CYRX
WRLD
NGM
FEAC
CSIQ
AIMC
VIV
XOMA
AHCO
ENIA
DNOW
SWAV
SNN
CCF
RAD
NNI
MEI
CRSAU
ALBO
THBRU
AY
VRAY
IDYA
CALT
PIC
SAH
ALT
TTGT
ATRI
QFIN
IIIV
VSLR
LASR
OTTR
SRNE
STM
UTI
KIN
UVSP
SITM
COHU
BIP
TAC
ARCB
FF
GRTS
EXLS
ERII
EIG
AEL
CNA
OCSL
AHH
FBK
TPB
CAC
LE
HTBI
NLS
SNR
AMSWA
HCCI
CSV
CETV
SHY
FSS
FRO
LDL
ELP
SLDB
AMSF
TISI
PSMT
AUDC
CRAI
TTEC
HA
OXM
HRTG
OSG
ICAD
KOS
FSTR
VBTX
SXI
BMTC
LCTX
CENX
AXGN
WABC
OTIC
NGVC
TAST
WASH
SLRC
ATEC
THR
CNSL
BDN
ACCO
BJRI
AROC
AAOI
BH
SPOK
PRTK
FIBK
CTO
JCAP
FC
CPLG
GCI
ANH
KE
AXTI
CCRN
AUB
BPYU
HBIO
CATO
IVR
MCHX
HAFC
DTIL
ASC
ZAGG
OSBC
CIVB
PRK
JNCE
HT
TACO
TMST
ALOT
HTZ
LC
TZOO
KLXE
BNED
ZYNE
NINE
HCHC
SENS
HNRG
DB
FMTX
BTI
ZNTL
JOE
CIGI
IEMG
EWZ
MBT
PRVL
RYTM
ORIC
PTGX
APRE
KROS
HBM
GERN
REPL
ASX
BBVA
FSV
LNN
STOK
RLMD
TIP
ZIOP
GNK
TFSL
WTM
EC
UMC
OCUL
CERC
BLFS
KRE
CFFN
CFFA
AMX
SOAC
NGD
MYE
FULC
FSK
SCPH
LXFR
ACMR
SJW
RPAI
CLS
WES
ESTA
BMA
SGU
PPBI
FTAI
PGTI
ASR
DQ
HARP
FRME
INMD
AGX
IWF
SURF
CRTO
VCSH
TG
OVID
NHC
TRC
QCRH
GTHX
SSPKU
GPX
CRY
SIGA
EXPI
SBSI
LOMA
SCVL
HVT
CYCN
PDM
OSB
GAN
BRKL
FMBI
ADRO
OBSV
MNRO
HURN
PBI
MUFG
MANU
CNOB
DGII
HY
GGAL
CURO
CATY
GOLF
LOVE
PWFL
TCBK
FFIC
AMSC
BMRG
TLRY
ARR
FDP
SREV
EGAN
PVAC
FLIC
HCI
GRWG
RLH
OPCH
ICFI
FISI
CLNE
RTIX
SYX
PFNX
BCSF
LEAF
IMO
UEIC
OPI
CO
AMRX
CMLS
AKCA
CATS
MESA
RVLV
KOP
HTBK
NRIM
GCAP
WMC
ADMS
ANDE
CPSI
MR
LXRX
YTRA
CHAP
KELYA
BBX
LPI
GSM
IFRX
CGC
OFG
MG
QUAD
SCHN
PHX
CARE
BGG
SONM
PTE
SEAC
ARQT
HSBC
ABB
HMC
SBS
GPRO
BEAM
EQNR
CSJ
IWD
PAR
KMT
DSGX
VBIV
BCE
SNP
ALG
TNC
FUL
FLOW
GGB
RGS
JRVR
MERC
GTS
SMFG
FTAC
HCAC
ACIU
NOVA
PBA
ASTE
THCB
HMY
MAG
GXGXU
VIG
TARO
VRTV
SCU
TFII
DRQ
HOLI
EBF
MNR
VRTS
TNAV
MLR
INDA
SI
GIX
AGRX
PKX
LGC
TSLX
PFC
PKE
LXP
ACB
KRG
FMCI
VNOM
HNI
GIII
DHIL
PRGX
GRC
CLBK
GOL
ITMR
ARI
GTES
OCFC
ANAT
ACRE
SSL
CLPR
TGP
XFOR
PAM
SASR
BXS
EROS
AXGT
PROF
AOSL
YEXT
PFS
APOG
KRO
ROAD
MMYT
GPMT
GSBC
HROW
CFRX
BXC
SBBP
LUNA
LOB
MLVF
CELH
ANGO
NAK
SRCE
PCTI
BLBD
RC
SHSP
VYM
TORC
FLY
IVW
TXMD
PNTG
NMFC
LOCO
SPPI
CNTY
CHMI
BSBR
ASPU
PLT
XHR
OSMT
AEGN
RYAM
EVC
ANIP
CVTI
VERU
WPRT
NSCO
AFIN
SFE
MTNB
GNE
BXRX
FSKR
SNCR
SONA
NGS
APTS
AVD
HLX
PROG
GNCA
CFMS
ATHX
RNST
MSBI
SYBX
AIRG
ATCX
RLGT
MN
HALL
LXU
YRCW
PEI
AXAS
SCPB
CHL
VNQ
AGG
BCEL
GTT
SILV
CABA
GFF
TCS
CGEN
CIR
COLB
VCTR
TX
FBM
CIB
CAI
BDGE
PAA
IBTX
TCX
TELA
FOCS
SAMA
CLCT
FSM
KRNT
GSAT
HLIO
VLRS
CAJ
VGT
SRRA
UTL
CTT
HIMX
ILPT
ITRN
HOOK
LOAK
SRI
VEDL
LL
CRVS
USPH
FOSL
SLP
OPTN
GMDA
TRNS
VCYT
REX
PHYS
KBE
TTM
SIEN
IRMD
WPP
LCI
XCUR
GTE
INSG
PFBC
FRPH
NBSE
TUSK
TRNO
GLEO
XLB
MNCL
CIG
TOWN
ROCH
AINV
CTIC
RBBN
MDY
HIL
AMPH
AMAL
VNTR
SENEA
NOA
PCOM
DRTT
CYBE
LQDT
NVEC
CPK
LFVN
USCR
BWB
MCBC
SVRA
JOBS
VUG
SWM
CTSO
ASUR
PCSB
TREC
CWCO
TNP
ULH
WSR
GBX
SFBS
TITN
MATX
CORR
CASS
NBTB
HWKN
HOV
BSET
WKHS
BRG
PEBO
BOOM
AVAL
ZYXI
IMUX
CPG
VB
EOLS
TGH
XELA
BSRR
IGIC
CDZI
APHA
EWW
IWO
EPM
PBPB
PXLW
MOFG
CASA
SALT
GBL
FI
MUX
DSKE
LMAT
RBB
RVSB
UIHC
DS
FINV
PTMN
METC
REI
EWY
FTS
IESC
VIE
MCHI
EVA
CG
RMNI
SKM
DBVT
LN
TARA
ALX
AMCIU
SHEN
BRMK
SII
ITB
CKH
IRT
MMI
NIU
DAVA
WRE
RFP
AMTI
NATR
SA
MPAA
NPAUU
HOFT
TIGO
QTRX
IPV
NPK
BSTC
VBR
ATNI
CRD
MC
SPRO
UHT
BSV
INS
APTX
E
CNXN
CHU
EFC
CECE
LJPC
LFAC
GILT
DXPE
DCO
LYRA
THCA
TCRR
BCS
IGV
TRHC
CAMT
CIU
FUTU
MVC
VLGEA
MYRG
AGTC
NWBI
HMTV
CGBD
APYX
NESR
IIIN
THFF
GLMD
FBMS
XHB
OLP
ANDA
ENZ
